Gene Symbol,Alteration Frequency
CD3E,58.51851851851851
MPZL3,58.51851851851851
DHRS7B,58.51851851851851
C17orf103,58.51851851851851
RNA5SP350,58.51851851851851
ARHGAP20,58.51851851851851
MPZL2,58.51851851851851
VDAC3,58.425925925925924
TTC36,58.425925925925924
RN7SL426P,58.425925925925924
MTFR1,58.425925925925924
PDE7A,58.425925925925924
MAP2K3,58.425925925925924
IFT46,58.425925925925924
ARMC1,58.425925925925924
TMEM25,58.425925925925924
NSMCE1,58.425925925925924
C16orf82,58.425925925925924
KDM8,58.425925925925924
CYP7B1,58.425925925925924
ARCN1,58.333333333333336
TOX,58.333333333333336
TBC1D22A,58.333333333333336
BHLHE22,58.333333333333336
IKBKB,58.333333333333336
POLB,58.333333333333336
snoU13|ENSG00000238714.1,58.24074074074074
PLAT,58.24074074074074
AP3M2,58.24074074074074
DKK4,58.24074074074074
GRIK4,58.24074074074074
PHLDB1,58.24074074074074
GRAMD4,58.14814814814815
SNORA51|ENSG00000206853.1,58.14814814814815
TREH,58.14814814814815
CERK,58.14814814814815
PACSIN2,58.14814814814815
PVRL1,58.14814814814815
TRIM29,58.14814814814815
FDX1,58.14814814814815
RDX,58.14814814814815
CBL,58.14814814814815
ZC3H12C,58.05555555555556
FAM110B,58.05555555555556
ARHGEF12,58.05555555555556
POU2F3,58.05555555555556
OAF,58.05555555555556
NLRX1,58.05555555555556
LINC00966,58.05555555555556
THY1,58.05555555555556
USP2,58.05555555555556
CLVS1,58.05555555555556
CCDC153,58.05555555555556
PDZD3,58.05555555555556
NKAIN3,58.05555555555556
RN7SKP135,57.96296296296296
RNA5SP267,57.96296296296296
CHD7,57.96296296296296
RAB2A,57.96296296296296
DDX10,57.96296296296296
TMEM136,57.96296296296296
RAB39A,57.96296296296296
CUL5,57.96296296296296
SLC35F2,57.96296296296296
TTLL1,57.96296296296296
MFRP,57.96296296296296
C1QTNF5,57.96296296296296
RNF26,57.96296296296296
ACA64|ENSG00000252119.1,57.96296296296296
SCUBE1,57.96296296296296
MCAM,57.96296296296296
ABCG4,57.96296296296296
HINFP,57.96296296296296
C2CD2L,57.96296296296296
LINC00229,57.96296296296296
ARHGAP8,57.96296296296296
KIAA1644,57.96296296296296
H2AFX,57.870370370370374
DPAGT1,57.870370370370374
TTPA,57.870370370370374
GGH,57.870370370370374
HMBS,57.870370370370374
DDX6,57.870370370370374
SMIM19,57.870370370370374
CA8,57.870370370370374
MPPED1,57.870370370370374
FAM19A5,57.870370370370374
MIR3619,57.870370370370374
PARVB,57.870370370370374
SULT4A1,57.870370370370374
EFCAB6,57.870370370370374
MIR3201,57.870370370370374
TTLL12,57.870370370370374
LINC00898,57.870370370370374
CELSR1,57.870370370370374
LINC00207,57.870370370370374
PRR5,57.870370370370374
LDOC1L,57.870370370370374
BIK,57.870370370370374
TSPO,57.870370370370374
PARVG,57.870370370370374
FLJ27365,57.870370370370374
ATM,57.870370370370374
NPAT,57.870370370370374
CCDC84,57.77777777777777
UPK2,57.77777777777777
FOXR1,57.77777777777777
RN7SL135P,57.77777777777777
YTHDF3,57.77777777777777
MIR4492,57.77777777777777
BCL9L,57.77777777777777
CXCR5,57.77777777777777
RN7SL529P,57.77777777777777
MIR4763,57.77777777777777
MIR3656,57.77777777777777
PHF21B,57.77777777777777
EXPH5,57.77777777777777
VPS11,57.77777777777777
HYOU1,57.77777777777777
MIRLET7B,57.77777777777777
SLC37A4,57.77777777777777
C22orf26,57.77777777777777
MIRLET7A3,57.77777777777777
TRAPPC4,57.77777777777777
RPS25,57.77777777777777
ARFGAP3,57.77777777777777
SAMM50,57.77777777777777
OR10G7,57.77777777777777
CHRNB3,57.77777777777777
C11orf65,57.77777777777777
ACAT1,57.77777777777777
SLN,57.77777777777777
ELMOD1,57.77777777777777
ALKBH8,57.77777777777777
KDELC2,57.77777777777777
MCAT,57.77777777777777
PNPLA3,57.77777777777777
RN7SL688P,57.77777777777777
PNPLA5,57.77777777777777
OR10G9,57.68518518518518
OR10G8,57.68518518518518
POLDIP3,57.68518518518518
TMEM225,57.68518518518518
OR8D4,57.68518518518518
PKNOX2,57.68518518518518
RNA5SP349,57.68518518518518
OR4D5,57.68518518518518
SNORD39|ENSG00000264997.1,57.68518518518518
C11orf87,57.68518518518518
OR6T1,57.68518518518518
GUCY1A2,57.68518518518518
VWA5A,57.68518518518518
A4GALT,57.68518518518518
ASPH,57.68518518518518
LINC00588,57.68518518518518
OR10S1,57.68518518518518
GTSE1,57.68518518518518
CYP7A1,57.68518518518518
RNU12,57.68518518518518
NSMAF,57.68518518518518
snoU13|ENSG00000238433.1,57.68518518518518
OR10G4,57.68518518518518
PPARA,57.68518518518518
ATP5L2,57.592592592592595
CWF19L2,57.592592592592595
CYB5R3,57.592592592592595
UBXN2B,57.592592592592595
KIAA0930,57.592592592592595
ZNF202,57.592592592592595
EI24,57.592592592592595
FEZ1,57.592592592592595
KRT18P59,57.592592592592595
TMEM218,57.592592592592595
SLC37A2,57.592592592592595
CCDC15,57.592592592592595
NFAM1,57.592592592592595
UPK3A,57.592592592592595
RRP7A,57.592592592592595
RRP7B,57.592592592592595
OR6M1,57.592592592592595
OR6X1,57.592592592592595
RN7SKP80,57.592592592592595
CHRNA6,57.592592592592595
RNA5SP266,57.592592592592595
MIR4470,57.592592592592595
RN7SKP97,57.592592592592595
TRMU,57.592592592592595
TTC38,57.592592592592595
LINC00899,57.592592592592595
IMPAD1,57.592592592592595
GRAMD1B,57.592592592592595
SERHL2,57.592592592592595
SERHL,57.592592592592595
MIR4493,57.592592592592595
KIRREL3,57.49999999999999
PATE2,57.49999999999999
PATE1,57.49999999999999
STT3A,57.49999999999999
SCN3B,57.49999999999999
OR8B4,57.49999999999999
OR8B3,57.49999999999999
OR8B2,57.49999999999999
OR8D2,57.49999999999999
OR8D1,57.49999999999999
OR10D3,57.49999999999999
OR8B8,57.49999999999999
MOV10L1,57.49999999999999
SEPT3,57.49999999999999
TECTA,57.49999999999999
MAPK12,57.49999999999999
MAPK8IP2,57.49999999999999
MIOX,57.49999999999999
MIR3667,57.49999999999999
MLC1,57.49999999999999
ZBED4,57.49999999999999
TUBGCP6,57.49999999999999
TTLL8,57.49999999999999
TRABD,57.49999999999999
SYCE3,57.49999999999999
ODF3B,57.49999999999999
LMF2,57.49999999999999
SHANK3,57.49999999999999
SCO2,57.49999999999999
SBF1,57.49999999999999
RN7SL500P,57.49999999999999
RN7SKP252,57.49999999999999
RABL2B,57.49999999999999
PPP6R2,57.49999999999999
PLXNB2,57.49999999999999
PIM3,57.49999999999999
PANX2,57.49999999999999
MAPK11,57.49999999999999
TYMP,57.49999999999999
KLHDC7B,57.49999999999999
ACR,57.49999999999999
HOOK3,57.49999999999999
NCAPH2,57.49999999999999
NUP50,57.49999999999999
MIR1249,57.49999999999999
FBLN1,57.49999999999999
WNT7B,57.49999999999999
SDCBP,57.49999999999999
WBP2NL,57.49999999999999
PKDREJ,57.49999999999999
IL17REL,57.49999999999999
MIR4535,57.49999999999999
BRD1,57.49999999999999
HDAC10,57.49999999999999
ADM2,57.49999999999999
ALG12,57.49999999999999
DENND6B,57.49999999999999
CRELD2,57.49999999999999
CPT1B,57.49999999999999
CHKB,57.49999999999999
C22orf34,57.49999999999999
ARSA,57.49999999999999
B3GAT1,57.407407407407405
CDON,57.407407407407405
GLB1L2,57.407407407407405
RPUSD4,57.407407407407405
FAM118B,57.407407407407405
PUS3,57.407407407407405
RN7SL351P,57.407407407407405
ACAD8,57.407407407407405
SRPR,57.407407407407405
FOXRED1,57.407407407407405
TIRAP,57.407407407407405
snoU13|ENSG00000238855.1,57.407407407407405
ST3GAL4,57.407407407407405
IGSF9B,57.407407407407405
JAM3,57.407407407407405
NCAPD3,57.407407407407405
VPS26B,57.407407407407405
THYN1,57.407407407407405
DDX25,57.407407407407405
SC5D,57.407407407407405
HYLS1,57.407407407407405
VSIG2,57.407407407407405
TBCEL,57.407407407407405
OR8B12,57.407407407407405
OR8A1,57.407407407407405
PANX3,57.407407407407405
TBRG1,57.407407407407405
SIAE,57.407407407407405
RNA5SP352,57.407407407407405
NRGN,57.407407407407405
ESAM,57.407407407407405
PATE4,57.407407407407405
MSANTD2,57.407407407407405
ROBO3,57.407407407407405
ROBO4,57.407407407407405
HEPACAM,57.407407407407405
HEPN1,57.407407407407405
CHEK1,57.407407407407405
ACRV1,57.407407407407405
PATE3,57.407407407407405
SPA17,57.407407407407405
GLB1L3,57.407407407407405
CDPF1,57.407407407407405
ATXN10,57.407407407407405
RIBC2,57.407407407407405
SMC1B,57.407407407407405
FAM118A,57.407407407407405
TCF20,57.407407407407405
LINC00968,57.407407407407405
MIR33A,57.31481481481482
CLMP,57.31481481481482
U8|ENSG00000200496.1,57.31481481481482
THAP1,57.31481481481482
OPCML,57.31481481481482
SREBF2,57.31481481481482
CENPM,57.31481481481482
LINC00634,57.31481481481482
NAGA,57.31481481481482
MIR378I,57.31481481481482
TNFRSF13C,57.31481481481482
SNORD14C,57.31481481481482
FAM109B,57.31481481481482
SMDT1,57.31481481481482
CYP2D6,57.31481481481482
CYP2D7P1,57.31481481481482
PENK,57.31481481481482
MIR4762,57.31481481481482
SNORD14D,57.31481481481482
SHISA8,57.31481481481482
SNORD14E,57.31481481481482
RNF170,57.31481481481482
SORL1,57.31481481481482
HSPA8,57.31481481481482
RN7SKP279,57.22222222222222
RN7SKP121,57.22222222222222
DCPS,57.22222222222222
SNORA1|ENSG00000199405.1,57.22222222222222
CCDC134,57.22222222222222
LYN,57.22222222222222
TGS1,57.22222222222222
TMEM68,57.22222222222222
C11orf63,57.22222222222222
BSX,57.22222222222222
MEI1,57.22222222222222
MIR4697,57.22222222222222
ETS1,57.22222222222222
ARHGAP32,57.22222222222222
snoU13|ENSG00000238498.1,57.22222222222222
AASDHPPT,57.22222222222222
KBTBD3,57.22222222222222
SDR16C6P,57.22222222222222
NDUFA6,57.22222222222222
UBASH3B,57.12962962962963
SDR16C5,57.12962962962963
RNA5SP265,57.12962962962963
snoU13|ENSG00000239079.1,57.12962962962963
XKR4,57.12962962962963
RNU6ATAC22P,57.12962962962963
RP1,57.12962962962963
SPATA19,57.12962962962963
CRTAM,57.12962962962963
MIRLET7A2,57.03703703703704
C22orf46,57.03703703703704
MIR100,57.03703703703704
MIR125B1,57.03703703703704
RNU4ATAC10P,57.03703703703704
NHP2L1,57.03703703703704
XRCC6,57.03703703703704
MYH9,57.03703703703704
RNU4ATAC5P,57.03703703703704
MIR3167,57.03703703703704
RN7SL806P,57.03703703703704
MIR4469,57.03703703703704
BLID,57.03703703703704
CHCHD7,57.03703703703704
GRIA4,57.03703703703704
PLAG1,57.03703703703704
MSANTD4,57.03703703703704
snoU13|ENSG00000238693.1,57.03703703703704
RN7SL323P,57.03703703703704
RN7SL798P,57.03703703703704
SNORA3|ENSG00000221093.1,56.94444444444444
NPBWR1,56.94444444444444
SNTG1,56.94444444444444
PXDNL,56.94444444444444
RB1CC1,56.94444444444444
KCNJ5,56.94444444444444
OPRK1,56.94444444444444
MRPL15,56.94444444444444
RNU6ATAC32P,56.94444444444444
RN7SL250P,56.94444444444444
MOS,56.94444444444444
FLI1,56.94444444444444
SOX17,56.94444444444444
CASP12,56.94444444444444
TP53AIP1,56.94444444444444
RPS20,56.94444444444444
DESI1,56.94444444444444
SNORD54,56.94444444444444
CASP4,56.851851851851855
TCEA1,56.851851851851855
ST18,56.851851851851855
RGS20,56.851851851851855
LYPLA1,56.851851851851855
KCNJ1,56.851851851851855
RNU105C,56.851851851851855
FAM150A,56.75925925925925
C11orf45,56.75925925925925
CARD17,56.75925925925925
CARD16,56.75925925925925
CASP1,56.75925925925925
CASP5,56.75925925925925
ATP6V1H,56.75925925925925
NTM,56.75925925925925
PDGFD,56.666666666666664
SNORA7|ENSG00000201316.1,56.666666666666664
TOB2,56.574074074074076
CARD18,56.574074074074076
RN7SL167P,56.574074074074076
RNU6ATAC12P,56.574074074074076
POLR3H,56.574074074074076
ACO2,56.574074074074076
PHF5A,56.574074074074076
CSDC2,56.574074074074076
ZC3H7B,56.574074074074076
PCMTD1,56.574074074074076
PMM1,56.574074074074076
SNX19,56.481481481481474
TEF,56.481481481481474
APOL1,56.481481481481474
RANGAP1,56.481481481481474
RN7SL349P,56.481481481481474
RNA5SP348,56.481481481481474
APOL2,56.481481481481474
C11orf44,56.481481481481474
BARX2,56.481481481481474
ST14,56.481481481481474
PRDM10,56.481481481481474
ADAMTS15,56.481481481481474
APLP2,56.481481481481474
LINC00167,56.388888888888886
XPNPEP3,56.388888888888886
SLC25A17,56.388888888888886
TMEM45B,56.388888888888886
MCHR1,56.388888888888886
SPIDR,56.388888888888886
POLR2F,56.388888888888886
MKL1,56.388888888888886
DYNC2H1,56.388888888888886
CSNK1E,56.388888888888886
ADAMTS8,56.388888888888886
MIR4693,56.388888888888886
ZBTB44,56.388888888888886
EP300,56.2962962962963
L3MBTL2,56.2962962962963
EIF3L,56.2962962962963
CHADL,56.2962962962963
SLC16A8,56.2962962962963
ST13,56.2962962962963
DDI1,56.2962962962963
NFRKB,56.2962962962963
RN7SL704P,56.2962962962963
TMEM184B,56.2962962962963
MAFF,56.2962962962963
PLA2G6,56.2962962962963
PRKDC,56.2962962962963
PICK1,56.2962962962963
DNAJB7,56.2962962962963
CACNG2,56.2037037037037
EIF3D,56.2037037037037
CARD10,56.2037037037037
MIR4766,56.2037037037037
FOXRED2,56.2037037037037
TXN2,56.2037037037037
C22orf23,56.2037037037037
MIR659,56.2037037037037
KCNJ4,56.2037037037037
snoU13|ENSG00000239056.1,56.2037037037037
GCAT,56.2037037037037
ANKRD54,56.2037037037037
GALR3,56.2037037037037
MIR658,56.2037037037037
CSF2RB,56.2037037037037
RBFOX2,56.2037037037037
MICALL1,56.2037037037037
SOX10,56.2037037037037
BAIAP2L2,56.2037037037037
TNRC6B,56.111111111111114
APOL3,56.111111111111114
PVALB,56.111111111111114
IFT27,56.111111111111114
MIR1281,56.111111111111114
SGSM3,56.111111111111114
snoU13|ENSG00000238887.1,56.111111111111114
MIR4534,56.111111111111114
KDELR3,56.111111111111114
UBE2V2,56.111111111111114
RBX1,56.111111111111114
MFNG,56.111111111111114
H1F0,56.111111111111114
snoU13|ENSG00000238569.1,56.111111111111114
ELFN2,56.111111111111114
APOL4,56.018518518518526
GGA1,56.018518518518526
MPST,56.018518518518526
ADSL,56.018518518518526
TEX33,56.018518518518526
NCF4,56.018518518518526
TST,56.018518518518526
RN7SL385P,56.018518518518526
SH3BP1,56.018518518518526
PDXP,56.018518518518526
TUBA8,56.018518518518526
PEX26,56.018518518518526
TRIOBP,56.018518518518526
DDX17,56.018518518518526
MCM4,56.018518518518526
LGALS1,55.925925925925924
APOL5,55.925925925925924
KCTD17,55.925925925925924
DMC1,55.925925925925924
NOL12,55.925925925925924
CNTN5,55.925925925925924
LGALS2,55.925925925925924
FAM27L,55.925925925925924
CEBPD,55.925925925925924
DNAL4,55.925925925925924
SUN2,55.925925925925924
UBBP4,55.925925925925924
MTRNR2L1,55.925925925925924
CYTH4,55.925925925925924
MTND1P15,55.925925925925924
C17orf51,55.925925925925924
RN7SKP214,55.925925925925924
TMPRSS6,55.925925925925924
IL2RB,55.925925925925924
RAC2,55.925925925925924
CDC42EP1,55.925925925925924
POM121L4P,55.833333333333336
POM121L7,55.833333333333336
PPIL2,55.833333333333336
PI4KA,55.833333333333336
C8orf22,55.833333333333336
PRODH,55.833333333333336
RANBP1,55.833333333333336
RIMBP3B,55.833333333333336
RIMBP3C,55.833333333333336
RIMBP3,55.833333333333336
RN7SKP131,55.833333333333336
PI4KAP1,55.833333333333336
RN7SKP221,55.833333333333336
RN7SKP63,55.833333333333336
PI4KAP2,55.833333333333336
MIR185,55.833333333333336
P2RX6,55.833333333333336
COMT,55.833333333333336
FAM230A,55.833333333333336
DGCR8,55.833333333333336
DGCR6,55.833333333333336
DGCR6L,55.833333333333336
DGCR5,55.833333333333336
DGCR2,55.833333333333336
DGCR14,55.833333333333336
CRKL,55.833333333333336
CLTCL1,55.833333333333336
P2RX6P,55.833333333333336
CLDN5,55.833333333333336
CDC45,55.833333333333336
CCDC116,55.833333333333336
C22orf39,55.833333333333336
C22orf29,55.833333333333336
BCRP2,55.833333333333336
ARVCF,55.833333333333336
AIFM3,55.833333333333336
FAM230B,55.833333333333336
FAM230C,55.833333333333336
GGT2,55.833333333333336
GGT3P,55.833333333333336
MRPL40,55.833333333333336
MIR649,55.833333333333336
MIR4761,55.833333333333336
MIR3618,55.833333333333336
MIR301B,55.833333333333336
MIR130B,55.833333333333336
MIR1306,55.833333333333336
MIR1286,55.833333333333336
MED15,55.833333333333336
LZTR1,55.833333333333336
KLHL22,55.833333333333336
HIRA,55.833333333333336
HIC2,55.833333333333336
GSC2,55.833333333333336
GP1BB,55.833333333333336
GNB1L,55.833333333333336
GGTLC3,55.833333333333336
RN7SL168P,55.833333333333336
RN7SL280P,55.833333333333336
TXNRD2,55.833333333333336
USP41,55.833333333333336
SYNGR1,55.833333333333336
THAP7,55.833333333333336
TMEM191A,55.833333333333336
TMEM191C,55.833333333333336
TRMT2A,55.833333333333336
TSSK2,55.833333333333336
TUBA3FP,55.833333333333336
CACNA1I,55.833333333333336
UBE2L3,55.833333333333336
UFD1L,55.833333333333336
USP18,55.833333333333336
YDJC,55.833333333333336
SNORA77|ENSG00000264346.1,55.833333333333336
YPEL1,55.833333333333336
ZDHHC8,55.833333333333336
ZNF74,55.833333333333336
snoU13|ENSG00000252402.1,55.833333333333336
snoU13|ENSG00000252799.1,55.833333333333336
snoU13|ENSG00000271796.1,55.833333333333336
CBY1,55.833333333333336
FAM227A,55.833333333333336
DCUN1D5,55.833333333333336
PDGFB,55.833333333333336
CBX7,55.833333333333336
TANGO2,55.833333333333336
TBX1,55.833333333333336
SNORA15|ENSG00000251940.1,55.833333333333336
SCARNA17|ENSG00000252020.1,55.833333333333336
GTPBP1,55.833333333333336
NPTXR,55.833333333333336
C1QTNF6,55.833333333333336
GRAP2,55.833333333333336
MGAT3,55.833333333333336
SSTR3,55.833333333333336
RN7SL389P,55.833333333333336
RN7SL812P,55.833333333333336
RTN4R,55.833333333333336
SNAP29,55.833333333333336
SCARF2,55.833333333333336
WTAPP1,55.833333333333336
SCARNA17|ENSG00000252143.1,55.833333333333336
SEPT5,55.833333333333336
SMPD4P1,55.833333333333336
SLC7A4,55.833333333333336
SCARNA17|ENSG00000252571.1,55.833333333333336
SERPIND1,55.833333333333336
SLC25A1,55.833333333333336
SDF2L1,55.833333333333336
SCARNA18|ENSG00000252605.1,55.833333333333336
SCARNA18|ENSG00000252314.1,55.833333333333336
SCARNA18|ENSG00000252024.1,55.833333333333336
SNORD43|ENSG00000263764.1,55.74074074074075
SNORD83A,55.74074074074075
SMCR7L,55.74074074074075
SNORD83B,55.74074074074075
RPL3,55.74074074074075
APOBEC3G,55.74074074074075
APOBEC3H,55.74074074074075
TAB1,55.74074074074075
MB,55.74074074074075
MMP8,55.74074074074075
MMP10,55.74074074074075
MMP1,55.74074074074075
MMP3,55.74074074074075
MMP12,55.74074074074075
MMP13,55.74074074074075
APOL6,55.74074074074075
APOBEC3F,55.74074074074075
APOBEC3D,55.74074074074075
APOBEC3C,55.74074074074075
APOBEC3B,55.74074074074075
APOBEC3A,55.74074074074075
CBX6,55.74074074074075
ATF4,55.74074074074075
JOSD1,55.74074074074075
RASD2,55.74074074074075
TOMM22,55.74074074074075
RPS19BP1,55.648148148148145
TMEM123,55.648148148148145
ENTHD1,55.648148148148145
MMP27,55.648148148148145
EFCAB1,55.648148148148145
ZNRF3,55.648148148148145
TTC28,55.648148148148145
SYN3,55.648148148148145
RN7SKP210,55.648148148148145
MMP7,55.648148148148145
SFI1,55.55555555555556
RN7SKP32,55.55555555555556
HMOX1,55.55555555555556
SNAI2,55.55555555555556
MCM5,55.55555555555556
MMP20,55.55555555555556
FAM83F,55.55555555555556
YAP1,55.46296296296296
BIRC2,55.46296296296296
BIRC3,55.46296296296296
HMGXB4,55.46296296296296
ISX,55.46296296296296
ZNF280A,55.37037037037037
PPM1F,55.37037037037037
IGLC1,55.37037037037037
GNAZ,55.37037037037037
GGTLC2,55.37037037037037
CES5AP1,55.37037037037037
BCR,55.37037037037037
PRAMEF24P,55.37037037037037
MIR650,55.37037037037037
POM121L1P,55.37037037037037
IGLJ7,55.37037037037037
PRAME,55.37037037037037
RAB36,55.37037037037037
IGLC2,55.37037037037037
IGLJ6,55.37037037037037
IGLC3,55.37037037037037
ZNF280B,55.37037037037037
IGLC7,55.37037037037037
MICAL3,55.37037037037037
IGLJ1,55.37037037037037
IGLJ2,55.37037037037037
IGLJ3,55.37037037037037
IGLJ5,55.37037037037037
RN7SL263P,55.37037037037037
RTDR1,55.37037037037037
TOP3B,55.37037037037037
VPREB1,55.37037037037037
ZDHHC8P1,55.37037037037037
IGLJ4,55.37037037037037
snoU13|ENSG00000239066.1,55.37037037037037
IGLL5,55.37037037037037
MIR3909,55.37037037037037
RFPL3,55.37037037037037
RN7SKP294,55.37037037037037
TOM1,55.37037037037037
CDK12,55.37037037037037
RTCB,55.37037037037037
RFPL3S,55.37037037037037
LINC00293,55.37037037037037
DRG1,55.37037037037037
RFPL2,55.37037037037037
IKZF3,55.27777777777778
PISD,55.27777777777778
C22orf42,55.27777777777778
SLC5A4,55.27777777777778
AP1B1P1,55.27777777777778
SLC5A1,55.27777777777778
ZPBP2,55.27777777777778
PRR14L,55.27777777777778
DEPDC5,55.27777777777778
BPIFC,55.27777777777778
EMID1,55.27777777777778
KREMEN1,55.27777777777778
RNA5SP497,55.27777777777778
TIMP3,55.27777777777778
STARD3,55.27777777777778
TCAP,55.27777777777778
PNMT,55.27777777777778
PGAP3,55.27777777777778
C22orf31,55.27777777777778
ERBB2,55.27777777777778
GRB7,55.27777777777778
MED24,55.18518518518518
NF2,55.18518518518518
GSDMA,55.18518518518518
MIR4728,55.18518518518518
MIEN1,55.18518518518518
RN7SL20P,55.18518518518518
RN7SL162P,55.18518518518518
C22orf24,55.18518518518518
YWHAH,55.18518518518518
CHEK2,55.18518518518518
HSCB,55.18518518518518
CCDC117,55.18518518518518
XBP1,55.18518518518518
LARGE,55.18518518518518
CECR2,55.18518518518518
SLC25A18,55.18518518518518
ATP6V1E1,55.18518518518518
BCL2L13,55.18518518518518
FBXO7,55.18518518518518
RHBDD3,55.18518518518518
KIAA1377,55.18518518518518
EWSR1,55.18518518518518
AP1B1,55.18518518518518
RN7SL305P,55.18518518518518
snoU13|ENSG00000238910.1,55.18518518518518
SMTN,55.092592592592595
INPP5J,55.092592592592595
PSMD3,55.092592592592595
PLA2G3,55.092592592592595
MIR3928,55.092592592592595
RNF185,55.092592592592595
PATZ1,55.092592592592595
EIF4ENIF1,55.092592592592595
THRA,55.092592592592595
SNORD42|ENSG00000201209.1,55.092592592592595
NEUROD2,55.092592592592595
RN7SL633P,55.092592592592595
NIPSNAP1,55.092592592592595
C11orf70,55.092592592592595
snoU13|ENSG00000252679.1,55.092592592592595
snoU13|ENSG00000239154.1,55.092592592592595
ASCC2,55.092592592592595
MTMR3,55.092592592592595
SNORD125,55.092592592592595
CABIN1,55.092592592592595
ANGPTL5,55.092592592592595
THOC5,55.092592592592595
PLXDC1,55.092592592592595
snoU13|ENSG00000251737.1,55.092592592592595
PPP1R1B,55.092592592592595
MYO18B,55.092592592592595
GAS2L1,55.00000000000001
LINC00528,55.00000000000001
RFPL1S,55.00000000000001
RFPL1,55.00000000000001
BID,55.00000000000001
RN7SL843P,55.00000000000001
MIR4764,55.00000000000001
RASL10A,55.00000000000001
CABP7,55.00000000000001
TRPC6,55.00000000000001
ORMDL3,55.00000000000001
SEZ6L,55.00000000000001
CSF3,55.00000000000001
MED1,55.00000000000001
SNORD124,55.00000000000001
FBXL20,55.00000000000001
TUG1,55.00000000000001
MORC2,55.00000000000001
LIMK2,55.00000000000001
MIR3200,55.00000000000001
OSBP2,55.00000000000001
UQCR10,55.00000000000001
ZMAT5,55.00000000000001
ARL5C,54.907407407407405
LRRC3C,54.907407407407405
GSDMB,54.907407407407405
PITPNB,54.907407407407405
CECR9,54.907407407407405
HORMAD2,54.907407407407405
SPECC1L,54.907407407407405
ADORA2A,54.907407407407405
UPB1,54.907407407407405
SNRPD3,54.907407407407405
RN7SKP169,54.907407407407405
SMARCB1,54.907407407407405
DERL3,54.907407407407405
CECR1,54.907407407407405
RN7SL268P,54.907407407407405
SLC2A11,54.907407407407405
PES1,54.907407407407405
TCN2,54.907407407407405
NEFH,54.907407407407405
PIK3IP1,54.907407407407405
RNA5SP496,54.907407407407405
MIF,54.907407407407405
RN7SL757P,54.907407407407405
IL17RA,54.81481481481482
GSTT2B,54.81481481481482
SF3A1,54.81481481481482
GUCD1,54.81481481481482
C22orf43,54.81481481481482
GUSBP11,54.81481481481482
IGLL1,54.81481481481482
MIR648,54.81481481481482
FBXO47,54.81481481481482
GSTT1,54.81481481481482
LRRC37A11P,54.81481481481482
GSTT2,54.81481481481482
DDT,54.81481481481482
SUSD2,54.81481481481482
ARHGAP42,54.81481481481482
GSTTP2,54.81481481481482
DDTL,54.81481481481482
DUSP18,54.81481481481482
SEC14L6,54.81481481481482
GAL3ST1,54.81481481481482
SLC35E4,54.81481481481482
CCDC157,54.81481481481482
RNF215,54.81481481481482
TNS4,54.72222222222223
MN1,54.72222222222223
ADRBK2,54.72222222222223
MMP11,54.72222222222223
RGL4,54.72222222222223
KIAA1671,54.72222222222223
GGT1,54.72222222222223
GGT5,54.72222222222223
MAPK1,54.72222222222223
RNA5SP493,54.72222222222223
C22orf15,54.72222222222223
ZNF70,54.72222222222223
VPREB3,54.72222222222223
POM121L9P,54.72222222222223
FAM211B,54.72222222222223
CHCHD10,54.72222222222223
CECR3,54.72222222222223
LIF,54.72222222222223
MGC20647,54.72222222222223
GATSL3,54.72222222222223
TBC1D10A,54.72222222222223
LASP1,54.72222222222223
CACNB1,54.72222222222223
RPL19,54.72222222222223
STAC2,54.72222222222223
NR1D1,54.72222222222223
OSM,54.72222222222223
SEC14L3,54.72222222222223
CASC3,54.72222222222223
SEC14L2,54.72222222222223
KIAA1658,54.72222222222223
SEC14L4,54.72222222222223
MTFP1,54.72222222222223
SGSM1,54.629629629629626
SNORA76|ENSG00000253007.2,54.629629629629626
PIWIL3,54.629629629629626
CECR5,54.629629629629626
MIR3920,54.629629629629626
MSL1,54.629629629629626
RN7SL222P,54.629629629629626
RAPGEFL1,54.629629629629626
CRYBB2P1,54.629629629629626
PGR,54.629629629629626
LINC00672,54.629629629629626
CRYBA4,54.629629629629626
LRP5L,54.629629629629626
RNA5SP494,54.629629629629626
CECR7,54.629629629629626
CECR6,54.629629629629626
TPST2,54.629629629629626
MIAT,54.629629629629626
CRYBB1,54.629629629629626
IGFBP4,54.629629629629626
KRT222,54.53703703703704
SMARCE1,54.53703703703704
HSFY1P1,54.53703703703704
TMEM133,54.53703703703704
CCT8L2,54.53703703703704
GAB4,54.53703703703704
XKR3,54.53703703703704
TPTEP1,54.53703703703704
POTEH,54.53703703703704
CRYBB2,54.53703703703704
OR11H1,54.53703703703704
KCNMB3P1,54.53703703703704
C17orf98,54.53703703703704
CRYBB3,54.53703703703704
CWC25,54.53703703703704
PIP4K2B,54.53703703703704
SNORD56|ENSG00000199783.1,54.53703703703704
ASPHD2,54.53703703703704
HPS4,54.53703703703704
KRT25,54.44444444444444
BRCA1,54.44444444444444
MIR4734,54.44444444444444
RARA,54.44444444444444
TMEM211,54.44444444444444
MLLT6,54.44444444444444
RPL23,54.44444444444444
SNORA21|ENSG00000199293.1,54.44444444444444
snoU13|ENSG00000238388.1,54.44444444444444
PCGF2,54.44444444444444
PSMB3,54.44444444444444
TMEM99,54.44444444444444
